100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,Gb,MM_tag,N25,N50,N75,accession,assembly,basecaller,basecaller_model,basecaller_version,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_result,ntsm_score,path,platform,polymerase_version,quartile_25,quartile_50,quartile_75,read_N50,result,sample,sample_ID,seq_kit,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,Sample,Accession,familyID,Subpopulation,Superpopulation,Production Year
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242215,,N/A,N/A,N/A,PRJNA701308,SAMN33621960,N/A,4.59,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18612-1_S2_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18612-1_S2_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.56213,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18612,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18612,14.224758234,14224758234.0,N/A,N/A,NA18612,SAMN33621960,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242214,,N/A,N/A,N/A,PRJNA701308,SAMN33621960,N/A,4.66,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18612-1_S2_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18612-1_S2_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.537692,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18612,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18612,14.450030677,14450030677.0,N/A,N/A,NA18612,SAMN33621960,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242213,,N/A,N/A,N/A,PRJNA701308,SAMN33621960,N/A,3.39,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18612-2_S10_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18612-2_S10_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.56808,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18612,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18612,10.496206124,10496206124.0,N/A,N/A,NA18612,SAMN33621960,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242170,,N/A,N/A,N/A,PRJNA701308,SAMN33621960,N/A,3.47,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18612-2_S10_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18612-2_S10_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.568986,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18612,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18612,10.758805375,10758805375.0,N/A,N/A,NA18612,SAMN33621960,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242162,,N/A,N/A,N/A,PRJNA701308,SAMN33621960,N/A,3.34,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18612-2_S10_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18612-2_S10_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.582099,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18612,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18612,10.348962235,10348962235.0,N/A,N/A,NA18612,SAMN33621960,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242161,,N/A,N/A,N/A,PRJNA701308,SAMN33621960,N/A,3.41,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18612-2_S10_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18612-2_S10_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.590349,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18612,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18612,10.575504601,10575504601.0,N/A,N/A,NA18612,SAMN33621960,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242160,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.05,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-1_S3_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-1_S3_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.561688,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,12.550734996,12550734996.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242527,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.44,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-1_S3_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-1_S3_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.523654,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,13.769695959,13769695959.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242525,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.44,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-1_S3_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-1_S3_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.544026,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,13.778551619,13778551619.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242524,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.38,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-1_S3_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-1_S3_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.567863,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,13.579153216,13579153216.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242523,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.29,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-2_S11_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-2_S11_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.547127,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,13.292067409,13292067409.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242169,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.66,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-2_S11_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-2_S11_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.547781,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,14.461438438,14461438438.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242168,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.66,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-2_S11_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-2_S11_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.568463,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,14.43868495,14438684950.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242522,,N/A,N/A,N/A,PRJNA701308,SAMN33758797,N/A,4.59,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18747-2_S11_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18747-2_S11_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.577051,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18747,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18747,14.233416171,14233416171.0,N/A,N/A,NA18747,SAMN33758797,,CHB,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242521,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.72,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-1_S3_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-1_S3_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.592032,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.545972577,11545972577.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242520,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.82,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-1_S3_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-1_S3_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.572946,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.846461324,11846461324.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242519,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.64,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-1_S3_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-1_S3_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.562171,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.275281789,11275281789.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242518,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.74,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-1_S3_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-1_S3_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.573881,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.579687017,11579687017.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242516,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.72,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-2_S11_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-2_S11_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.572832,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.528908261,11528908261.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242515,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.81,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-2_S11_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-2_S11_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.573433,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.807501248,11807501248.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242514,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.61,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-2_S11_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-2_S11_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.613323,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.177698253,11177698253.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242513,,N/A,N/A,N/A,PRJNA701308,SAMN33621961,N/A,3.69,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18971-2_S11_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18971-2_S11_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.608275,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18971,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18971,11.451809471,11451809471.0,N/A,N/A,NA18971,SAMN33621961,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242512,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,2.98,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-1_S4_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-1_S4_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.613675,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,9.24143913,9241439130.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242511,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,3.26,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-1_S4_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-1_S4_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.593331,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,10.11277202,10112772020.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242510,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,3.26,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-1_S4_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-1_S4_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.618289,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,10.113984842,10113984842.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242509,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,3.22,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-1_S4_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-1_S4_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.596679,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,9.989587215,9989587215.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242508,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,2.39,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-2_S12_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-2_S12_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.639034,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,7.422624252,7422624252.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242507,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,2.59,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-2_S12_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-2_S12_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.640635,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,8.040583206,8040583206.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242505,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,2.59,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-2_S12_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-2_S12_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.633691,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,8.042451194,8042451194.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242504,,N/A,N/A,N/A,PRJNA701308,SAMN33758798,N/A,2.56,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA18983-2_S12_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA18983-2_S12_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.631655,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA18983,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA18983,7.922840121,7922840121.0,N/A,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242193,,N/A,N/A,N/A,PRJNA701308,SAMN33758799,N/A,4.29,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA19043-1_S2_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA19043-1_S2_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.564106,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA19043,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA19043,13.298041923,13298041923.0,N/A,N/A,NA19043,SAMN33758799,,LWK,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242192,,N/A,N/A,N/A,PRJNA701308,SAMN33758799,N/A,4.32,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA19043-1_S2_L002_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA19043-1_S2_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.562492,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA19043,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA19043,13.393435932,13393435932.0,N/A,N/A,NA19043,SAMN33758799,,LWK,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242455,,N/A,N/A,N/A,PRJNA701308,SAMN33758799,N/A,4.27,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA19043-1_S2_L003_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA19043-1_S2_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.577364,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA19043,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA19043,13.235179516,13235179516.0,N/A,N/A,NA19043,SAMN33758799,,LWK,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242212,,N/A,N/A,N/A,PRJNA701308,SAMN33758799,N/A,4.11,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA19043-1_S2_L004_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA19043-1_S2_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.584527,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA19043,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA19043,12.726639314,12726639314.0,N/A,N/A,NA19043,SAMN33758799,,LWK,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242211,,N/A,N/A,N/A,PRJNA701308,SAMN33758799,N/A,5.81,unaligned reads,Illumina Sequencing of Omni-C Libraries,NA19043-2_S10_L001_R2_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,NA19043-2_S10_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.516226,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA19043,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of NA19043,18.016003549,18016003549.0,N/A,N/A,NA19043,SAMN33758799,,LWK,AFR,YR3
